model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
Wisard,2025-01-28 14:38:33,0.2131,Optical Recognition of Handwritten Digits,Linear,,,64.07
Wisard,2025-01-28 14:38:33,0.1384,Optical Recognition of Handwritten Digits,Linear,,,74.26
Wisard,2025-01-28 14:38:33,0.2741,Optical Recognition of Handwritten Digits,Distributive,,,61.15
Wisard,2025-01-28 14:38:33,0.1206,MAGIC Gamma Telescope,Gaussian,,,84.99
Wisard,2025-01-28 14:38:33,0.4184,Optical Recognition of Handwritten Digits,Distributive,,,61.78
Wisard,2025-01-28 14:38:33,0.0158,Optical Recognition of Handwritten Digits,Gaussian,,,91.67
Wisard,2025-01-28 14:38:34,0.5471,Optical Recognition of Handwritten Digits,Distributive,,,75.46
Wisard,2025-01-28 14:38:34,0.0321,Optical Recognition of Handwritten Digits,Linear,,,89.29
Wisard,2025-01-28 14:38:34,0.1878,Optical Recognition of Handwritten Digits,Gaussian,,,60.7
Wisard,2025-01-28 14:38:34,0.0077,Optical Recognition of Handwritten Digits,Linear,,,75.7
Wisard,2025-01-28 14:38:34,0.1261,Optical Recognition of Handwritten Digits,Distributive,,,61.84
Wisard,2025-01-28 14:38:34,0.2112,MAGIC Gamma Telescope,Distributive,,,61.54
Wisard,2025-01-28 14:38:34,0.1228,Optical Recognition of Handwritten Digits,Distributive,,,62.75
Wisard,2025-01-28 14:38:34,0.0249,Optical Recognition of Handwritten Digits,Scatter Code,10.0,50.0,94.67
Wisard,2025-01-28 14:38:34,0.0288,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,94.0
Wisard,2025-01-28 14:41:53,198.9435,EEG Eye State,Distributive,,,62.09
Wisard,2025-01-28 14:41:53,0.0687,MAGIC Gamma Telescope,Linear,,,74.36
Wisard,2025-01-28 14:41:53,198.9207,MAGIC Gamma Telescope,Distributive,,,98.17
Wisard,2025-01-28 14:41:53,198.863,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,55.13
Wisard,2025-01-28 14:41:54,0.1175,Optical Recognition of Handwritten Digits,Linear,,,72.58
Wisard,2025-01-28 14:41:54,0.0404,EEG Eye State,Linear,,,88.39
Wisard,2025-01-28 14:41:54,0.1138,Optical Recognition of Handwritten Digits,Linear,,,65.84
Wisard,2025-01-28 14:41:54,0.0349,EEG Eye State,Linear,,,72.29
Wisard,2025-01-28 14:41:54,0.0064,EEG Eye State,Linear,,,88.99
Wisard,2025-01-28 14:41:54,0.0091,EEG Eye State,Linear,,,96.67
Wisard,2025-01-28 14:41:54,0.1558,EEG Eye State,Linear,,,76.17
Wisard,2025-01-28 14:41:54,0.1915,EEG Eye State,Distributive,,,62.06
Wisard,2025-01-28 14:41:54,0.4855,EEG Eye State,Distributive,,,98.33
Wisard,2025-01-28 14:41:54,0.0168,EEG Eye State,Linear,,,98.67
Wisard,2025-01-28 14:41:55,0.7801,EEG Eye State,Scatter Code,10.0,100.0,90.18
Wisard,2025-01-28 14:41:55,0.8855,MAGIC Gamma Telescope,Distributive,,,98.2
Wisard,2025-01-28 14:41:55,0.3476,EEG Eye State,Scatter Code,10.0,200.0,38.32
Wisard,2025-01-28 14:41:56,1.0089,MAGIC Gamma Telescope,Distributive,,,98.15
Wisard,2025-01-28 14:41:56,0.7545,EEG Eye State,Linear,,,64.07
Wisard,2025-01-28 14:41:56,0.7998,EEG Eye State,Distributive,,,78.2
Wisard,2025-01-28 14:41:56,0.3904,EEG Eye State,Linear,,,76.17
Wisard,2025-01-28 14:41:56,0.3251,EEG Eye State,Linear,,,72.29
Wisard,2025-01-28 14:41:56,0.4119,EEG Eye State,Distributive,,,98.19
Wisard,2025-01-28 14:41:57,0.727,EEG Eye State,Linear,,,88.99
Wisard,2025-01-28 14:41:57,1.019,EEG Eye State,Distributive,,,98.17
Wisard,2025-01-28 14:41:57,1.0117,EEG Eye State,Linear,,,66.19
Wisard,2025-01-28 14:41:57,1.01,EEG Eye State,Distributive,,,98.31
Wisard,2025-01-28 14:41:57,0.0259,EEG Eye State,Linear,,,73.57
Wisard,2025-01-28 14:41:57,1.0999,EEG Eye State,Distributive,,,98.17
Wisard,2025-01-28 14:41:57,0.0073,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,98.67
Wisard,2025-01-28 14:41:58,0.1074,EEG Eye State,Scatter Code,50.0,200.0,96.67
Wisard,2025-01-28 14:41:59,1.8889,EEG Eye State,Gaussian,,,60.86
Wisard,2025-01-28 14:41:59,1.8272,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,25.06
Wisard,2025-01-28 14:41:59,1.8762,MAGIC Gamma Telescope,Gaussian,,,55.4
Wisard,2025-01-28 14:41:59,0.0452,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,64.4
Wisard,2025-01-28 14:41:59,0.9916,EEG Eye State,Gaussian,,,60.64
Wisard,2025-01-28 14:42:00,0.1057,EEG Eye State,Linear,,,87.2
Wisard,2025-01-28 14:42:00,0.1991,MAGIC Gamma Telescope,Gaussian,,,59.06
Wisard,2025-01-28 14:42:00,0.3993,EEG Eye State,Distributive,,,98.42
Wisard,2025-01-28 14:42:00,0.0232,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,92.26
Wisard,2025-01-28 14:42:00,0.3762,EEG Eye State,Linear,,,47.16
Wisard,2025-01-28 14:42:00,0.0293,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,58.88
Wisard,2025-01-28 14:42:01,0.196,MAGIC Gamma Telescope,Gaussian,,,60.86
Wisard,2025-01-28 14:42:01,0.3367,EEG Eye State,Scatter Code,50.0,50.0,93.15
Wisard,2025-01-28 14:42:01,0.4885,EEG Eye State,Gaussian,,,59.98
Wisard,2025-01-28 14:42:01,0.1395,EEG Eye State,Gaussian,,,60.23
Wisard,2025-01-28 14:42:01,0.1039,EEG Eye State,Gaussian,,,58.87
Wisard,2025-01-28 14:42:01,0.0605,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,64.5
Wisard,2025-01-28 14:42:02,0.3789,EEG Eye State,Scatter Code,50.0,50.0,63.31
Wisard,2025-01-28 14:42:02,0.5095,EEG Eye State,Scatter Code,50.0,200.0,69.33
Wisard,2025-01-28 14:42:02,0.5133,EEG Eye State,Gaussian,,,98.27
Wisard,2025-01-28 14:42:05,3.1677,EEG Eye State,Scatter Code,50.0,200.0,25.06
Wisard,2025-01-28 14:42:05,0.0894,EEG Eye State,Scatter Code,100.0,50.0,42.56
Wisard,2025-01-28 14:42:05,0.0091,EEG Eye State,Scatter Code,100.0,50.0,33.33
Wisard,2025-01-28 14:42:05,0.0394,EEG Eye State,Scatter Code,100.0,50.0,35.51
Wisard,2025-01-28 14:42:05,0.027,EEG Eye State,Scatter Code,100.0,200.0,98.67
Wisard,2025-01-28 14:42:05,0.3575,EEG Eye State,Gaussian,,,60.5
Wisard,2025-01-28 14:42:07,1.2382,EEG Eye State,Gaussian,,,98.56
Wisard,2025-01-28 14:42:07,0.8692,MAGIC Gamma Telescope,Gaussian,,,98.54
Wisard,2025-01-28 14:42:07,0.7971,EEG Eye State,Distributive,,,80.92
Wisard,2025-01-28 14:42:08,1.6432,MAGIC Gamma Telescope,Gaussian,,,98.33
Wisard,2025-01-28 14:42:08,1.0311,EEG Eye State,Scatter Code,50.0,50.0,25.06
Wisard,2025-01-28 14:42:08,0.0626,EEG Eye State,Scatter Code,100.0,200.0,64.95
Wisard,2025-01-28 14:42:08,1.1128,EEG Eye State,Gaussian,,,76.75
Wisard,2025-01-28 14:42:08,0.0727,EEG Eye State,Scatter Code,100.0,200.0,93.75
Wisard,2025-01-28 14:42:08,0.3894,EEG Eye State,Scatter Code,100.0,100.0,62.62
Wisard,2025-01-28 14:42:09,0.9753,EEG Eye State,Gaussian,,,98.58
Wisard,2025-01-28 14:42:11,2.8871,EEG Eye State,Gaussian,,,98.22
Wisard,2025-01-28 14:42:11,0.1631,EEG Eye State,Scatter Code,100.0,200.0,70.91
Wisard,2025-01-28 14:42:11,2.4377,EEG Eye State,Gaussian,,,98.2
Wisard,2025-01-28 14:42:11,2.4338,EEG Eye State,Scatter Code,100.0,100.0,25.06
Wisard,2025-01-28 14:42:11,3.1772,EEG Eye State,Distributive,,,79.98
Wisard,2025-01-28 14:42:12,0.3881,EEG Eye State,Gaussian,,,98.42
Wisard,2025-01-28 14:42:32,20.4589,EEG Eye State,Linear,,,47.41
Wisard,2025-01-28 14:42:32,0.9112,EEG Eye State,Scatter Code,50.0,200.0,93.45
Wisard,2025-01-28 14:42:33,1.0885,EEG Eye State,Distributive,,,80.36
Wisard,2025-01-28 14:42:33,1.2572,EEG Eye State,Linear,,,49.04
Wisard,2025-01-28 14:42:33,20.8778,MAGIC Gamma Telescope,Linear,,,55.5
Wisard,2025-01-28 14:42:33,0.8536,MAGIC Gamma Telescope,Linear,,,48.71
Wisard,2025-01-28 14:42:33,0.3059,EEG Eye State,Distributive,,,78.86
Wisard,2025-01-28 14:42:34,1.5956,EEG Eye State,Gaussian,,,98.54
Wisard,2025-01-28 14:42:50,16.5609,EEG Eye State,Scatter Code,100.0,200.0,42.5
Wisard,2025-01-28 14:42:50,17.4065,EEG Eye State,Distributive,,,73.4
Wisard,2025-01-28 14:42:50,17.569,EEG Eye State,Distributive,,,79.7
Wisard,2025-01-28 14:42:51,0.6003,MAGIC Gamma Telescope,Linear,,,49.15
Wisard,2025-01-28 14:42:52,1.301,EEG Eye State,Linear,,,46.04
Wisard,2025-01-28 14:42:52,1.2429,EEG Eye State,Distributive,,,75.47
Wisard,2025-01-28 14:42:52,1.4599,MAGIC Gamma Telescope,Distributive,,,78.83
Wisard,2025-01-28 14:42:52,1.4105,EEG Eye State,Linear,,,48.31
Wisard,2025-01-28 14:42:52,1.1865,EEG Eye State,Linear,,,49.75
Wisard,2025-01-28 14:42:53,1.1416,EEG Eye State,Distributive,,,74.05
Wisard,2025-01-28 14:42:54,0.9704,MAGIC Gamma Telescope,Distributive,,,79.86
Wisard,2025-01-28 14:42:54,1.1354,EEG Eye State,Distributive,,,75.01
Wisard,2025-01-28 14:42:54,1.1745,EEG Eye State,Distributive,,,74.55
Wisard,2025-01-28 14:42:55,1.063,EEG Eye State,Distributive,,,74.03
Wisard,2025-01-28 14:42:55,0.9588,EEG Eye State,Linear,,,98.42
Wisard,2025-01-28 14:42:55,0.9417,EEG Eye State,Linear,,,49.47
Wisard,2025-01-28 14:42:56,1.6123,EEG Eye State,Distributive,,,79.65
Wisard,2025-01-28 14:42:56,1.2197,MAGIC Gamma Telescope,Linear,,,98.58
Wisard,2025-01-28 14:42:56,1.3033,EEG Eye State,Linear,,,98.49
Wisard,2025-01-28 14:42:56,0.5738,MAGIC Gamma Telescope,Linear,,,98.56
Wisard,2025-01-28 14:42:57,1.0084,EEG Eye State,Gaussian,,,80.82
Wisard,2025-01-28 14:42:58,2.1881,EEG Eye State,Linear,,,74.76
Wisard,2025-01-28 14:42:58,1.7606,EEG Eye State,Linear,,,98.56
Wisard,2025-01-28 14:42:58,1.2236,EEG Eye State,Linear,,,98.65
Wisard,2025-01-28 14:42:59,1.4521,EEG Eye State,Linear,,,98.65
Wisard,2025-01-28 14:42:59,0.5646,EEG Eye State,Gaussian,,,78.84
Wisard,2025-01-28 14:43:00,1.3358,EEG Eye State,Distributive,,,75.6
Wisard,2025-01-28 14:43:47,47.7489,EEG Eye State,Linear,,,98.4
Wisard,2025-01-28 14:43:47,47.8158,EEG Eye State,Gaussian,,,79.47
Wisard,2025-01-28 14:43:47,47.2339,EEG Eye State,Scatter Code,10.0,200.0,42.84
Wisard,2025-01-28 14:43:47,46.9433,EEG Eye State,Scatter Code,10.0,100.0,41.99
Wisard,2025-01-28 14:45:39,112.7386,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,44.31
Wisard,2025-01-28 14:45:41,102.8006,EEG Eye State,Linear,,,98.51
Wisard,2025-01-28 14:45:41,114.1501,EEG Eye State,Gaussian,,,78.3
Wisard,2025-01-28 14:45:41,1.4685,EEG Eye State,Gaussian,,,57.86
Wisard,2025-01-28 14:45:41,114.2028,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,55.13
Wisard,2025-01-28 14:45:41,0.3484,EEG Eye State,Gaussian,,,77.57
Wisard,2025-01-28 14:45:53,11.5394,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,39.3
Wisard,2025-01-28 14:46:10,28.8479,EEG Eye State,Gaussian,,,57.4
Wisard,2025-01-28 14:46:39,46.6052,EEG Eye State,Scatter Code,50.0,200.0,41.1
Wisard,2025-01-28 14:46:39,46.3298,MAGIC Gamma Telescope,Gaussian,,,80.04
Wisard,2025-01-28 14:46:47,37.1812,MAGIC Gamma Telescope,Gaussian,,,78.94
Wisard,2025-01-28 14:46:47,36.7813,EEG Eye State,Scatter Code,100.0,50.0,43.65
Wisard,2025-01-28 14:46:47,8.2433,EEG Eye State,Scatter Code,50.0,50.0,41.17
Wisard,2025-01-28 14:46:47,8.2532,EEG Eye State,Gaussian,,,57.05
Wisard,2025-01-28 14:46:50,2.7996,EEG Eye State,Gaussian,,,56.21
Wisard,2025-01-28 14:46:58,10.3758,EEG Eye State,Gaussian,,,56.36
Wisard,2025-01-28 14:46:59,11.1465,EEG Eye State,Gaussian,,,58.52
Wisard,2025-01-28 14:47:01,11.2519,EEG Eye State,Scatter Code,100.0,100.0,42.79
Wisard,2025-01-28 14:47:05,14.9598,EEG Eye State,Gaussian,,,78.08
Wisard,2025-01-28 14:47:15,14.6561,EEG Eye State,Linear,,,77.67
Wisard,2025-01-28 14:47:14,14.8924,EEG Eye State,Scatter Code,10.0,200.0,99.06
Wisard,2025-01-28 14:47:15,16.4722,EEG Eye State,Scatter Code,10.0,100.0,99.0
Wisard,2025-01-28 14:47:19,17.3068,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,99.11
Wisard,2025-01-28 14:47:20,5.6667,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,98.97
Wisard,2025-01-28 14:49:58,158.9291,EEG Eye State,Scatter Code,100.0,100.0,99.09
Wisard,2025-01-28 14:49:58,158.6692,EEG Eye State,Scatter Code,50.0,50.0,98.95
Wisard,2025-01-28 14:49:59,159.8361,EEG Eye State,Linear,,,71.98
Wisard,2025-01-28 14:50:20,181.3332,EEG Eye State,Scatter Code,100.0,200.0,73.76
Wisard,2025-01-28 14:50:00,161.3867,EEG Eye State,Scatter Code,100.0,50.0,10.0
Wisard,2025-01-28 14:50:21,179.9581,EEG Eye State,Gaussian,,,59.03
Wisard,2025-01-28 14:50:31,190.6988,EEG Eye State,Linear,,,76.15
Wisard,2025-01-28 14:50:32,34.6772,EEG Eye State,Scatter Code,50.0,200.0,99.18
Wisard,2025-01-28 14:50:40,19.9252,EEG Eye State,Linear,,,76.61
Wisard,2025-01-28 14:50:40,42.2218,EEG Eye State,Linear,,,55.49
Wisard,2025-01-28 14:50:41,10.3218,EEG Eye State,Scatter Code,100.0,200.0,99.16
Wisard,2025-01-28 14:50:42,9.271,EEG Eye State,Linear,,,76.61
Wisard,2025-01-28 14:51:02,21.045,EEG Eye State,Linear,,,55.49
Wisard,2025-01-28 14:51:02,20.8775,MAGIC Gamma Telescope,Linear,,,74.16
Wisard,2025-01-28 14:51:43,41.1674,MAGIC Gamma Telescope,Linear,,,74.46
Wisard,2025-01-28 14:51:43,41.1621,EEG Eye State,Linear,,,55.49
Wisard,2025-01-28 14:52:23,80.5679,EEG Eye State,Linear,,,55.5
Wisard,2025-01-28 14:52:23,39.9627,EEG Eye State,Linear,,,75.56
Wisard,2025-01-28 14:52:23,40.0037,EEG Eye State,Linear,,,55.49
Wisard,2025-01-28 14:52:23,40.0097,EEG Eye State,Linear,,,55.49
Wisard,2025-01-28 14:53:58,95.1202,EEG Eye State,Scatter Code,100.0,50.0,64.84
Wisard,2025-01-28 14:54:20,21.1064,EEG Eye State,Linear,,,55.5
Wisard,2025-01-28 15:05:41,681.8538,EEG Eye State,Scatter Code,50.0,50.0,68.85
Wisard,2025-01-28 15:05:42,683.7099,EEG Eye State,Scatter Code,10.0,100.0,55.12
Wisard,2025-01-28 15:20:36,1576.1937,MAGIC Gamma Telescope,Scatter Code,50.0,100.0,73.95
Wisard,2025-01-28 15:20:36,1576.2045,EEG Eye State,Scatter Code,100.0,100.0,55.11
Wisard,2025-01-28 15:20:36,1597.177,EEG Eye State,Scatter Code,100.0,100.0,71.71
Wisard,2025-01-28 15:05:42,703.3983,EEG Eye State,Scatter Code,10.0,100.0,73.62
Wisard,2025-01-28 15:20:36,1576.4282,EEG Eye State,Scatter Code,10.0,200.0,74.72
Wisard,2025-01-28 15:20:36,1044.8316,EEG Eye State,Scatter Code,50.0,200.0,71.36
Wisard,2025-01-28 15:20:36,1536.8307,EEG Eye State,Scatter Code,50.0,50.0,55.13
Wisard,2025-01-28 15:20:36,1310.8938,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,73.6
Wisard,2025-01-28 15:20:36,897.151,EEG Eye State,Scatter Code,100.0,50.0,55.12
Wisard,2025-01-28 15:20:36,897.1615,EEG Eye State,Scatter Code,100.0,200.0,55.12
Wisard,2025-01-28 15:20:36,939.7795,EEG Eye State,Scatter Code,10.0,200.0,55.13
Wisard,2025-01-28 15:27:14,395.8327,EEG Eye State,Scatter Code,50.0,200.0,55.12
DWN,2025-01-26 21:24:00,0.8968,Ecoli,Distributive,,,0.86
DWN,2025-01-26 21:24:00,0.8991,Ecoli,Distributive,,,0.94
DWN,2025-01-26 21:24:00,0.031,Ecoli,Distributive,,,0.94
DWN,2025-01-26 21:24:00,0.0348,Ecoli,Distributive,,,0.92
DWN,2025-01-26 21:24:00,0.9688,Ecoli,Distributive,,,0.8288
DWN,2025-01-26 21:24:00,0.9764,Ecoli,Distributive,,,0.7658
DWN,2025-01-26 21:24:00,0.0468,Ecoli,Distributive,,,0.96
DWN,2025-01-26 21:24:00,0.0544,Ecoli,Distributive,,,0.98
DWN,2025-01-26 21:24:00,0.032,Ecoli,Distributive,,,1.0
DWN,2025-01-26 21:24:00,0.0302,Ecoli,Distributive,,,0.96
DWN,2025-01-26 21:24:00,0.0778,Ecoli,Distributive,,,0.7928
DWN,2025-01-26 21:24:00,0.0367,Ecoli,Distributive,,,0.96
DWN,2025-01-26 21:24:00,0.0351,Ecoli,Distributive,,,0.96
DWN,2025-01-26 21:24:00,0.0985,Ecoli,Distributive,,,0.7387
DWN,2025-01-26 21:24:00,0.0369,Ecoli,Distributive,,,0.7928
DWN,2025-01-26 21:24:00,0.0293,Ecoli,Gaussian,,,0.94
DWN,2025-01-26 21:24:00,0.0353,Ecoli,Gaussian,,,0.98
DWN,2025-01-26 21:24:00,0.0634,Ecoli,Distributive,,,0.8108
DWN,2025-01-26 21:24:00,0.0322,Ecoli,Gaussian,,,0.98
DWN,2025-01-26 21:24:00,0.0331,Ecoli,Gaussian,,,0.92
DWN,2025-01-26 21:24:00,0.1024,Ecoli,Distributive,,,0.7477
DWN,2025-01-26 21:24:00,0.0349,Ecoli,Gaussian,,,0.96
DWN,2025-01-26 21:24:00,0.0367,Ecoli,Gaussian,,,0.96
DWN,2025-01-26 21:24:00,0.0677,Ecoli,Distributive,,,0.8559
DWN,2025-01-26 21:24:00,0.0343,Ecoli,Gaussian,,,0.94
DWN,2025-01-26 21:24:00,0.0363,Ecoli,Gaussian,,,0.94
DWN,2025-01-26 21:24:00,0.0307,Ecoli,Gaussian,,,0.96
DWN,2025-01-26 21:24:00,0.1007,Ecoli,Distributive,,,0.7928
DWN,2025-01-26 21:24:00,0.0349,Ecoli,Gaussian,,,0.94
DWN,2025-01-26 21:24:00,0.0611,Ecoli,Gaussian,,,0.7658
DWN,2025-01-26 21:24:00,0.0335,Ecoli,Linear,,,0.92
DWN,2025-01-26 21:24:00,0.0373,Ecoli,Linear,,,0.9
DWN,2025-01-26 21:24:00,0.0599,Ecoli,Gaussian,,,0.8018
DWN,2025-01-26 21:24:01,0.0333,Ecoli,Linear,,,0.9
DWN,2025-01-26 21:24:01,0.0924,Ecoli,Distributive,,,0.7658
DWN,2025-01-26 21:24:01,0.0363,Ecoli,Linear,,,0.9
DWN,2025-01-26 21:24:01,0.0258,Ecoli,Linear,,,0.94
DWN,2025-01-26 21:24:01,0.054,Ecoli,Gaussian,,,0.8108
DWN,2025-01-26 21:24:01,0.0345,Ecoli,Linear,,,0.96
DWN,2025-01-26 21:24:01,0.0398,Ecoli,Linear,,,0.94
DWN,2025-01-26 21:24:01,0.0301,Ecoli,Linear,,,0.9
DWN,2025-01-26 21:24:01,0.0291,Ecoli,Linear,,,0.94
DWN,2025-01-26 21:24:01,0.062,Ecoli,Gaussian,,,0.8378
DWN,2025-01-26 21:24:01,0.032,Ecoli,Linear,,,0.96
DWN,2025-01-26 21:24:01,0.0963,Ecoli,Gaussian,,,0.7748
DWN,2025-01-26 21:24:01,0.0485,Ecoli,Gaussian,,,0.8108
DWN,2025-01-26 21:24:01,0.0313,Ecoli,Gaussian,,,0.8468
DWN,2025-01-26 21:24:01,0.0772,Ecoli,Scatter Code,10.0,50.0,0.92
DWN,2025-01-26 21:24:01,0.0465,Ecoli,Scatter Code,10.0,100.0,0.84
DWN,2025-01-26 21:24:01,0.0697,Ecoli,Linear,,,0.7658
DWN,2025-01-26 21:24:01,0.0453,Ecoli,Scatter Code,10.0,50.0,0.98
DWN,2025-01-26 21:24:01,0.1117,Ecoli,Gaussian,,,0.7928
DWN,2025-01-26 21:24:01,0.0405,Ecoli,Scatter Code,10.0,100.0,0.92
DWN,2025-01-26 21:24:01,0.0448,Ecoli,Scatter Code,10.0,50.0,0.98
DWN,2025-01-26 21:24:01,0.0389,Ecoli,Scatter Code,10.0,100.0,0.96
DWN,2025-01-26 21:24:01,0.0731,Ecoli,Linear,,,0.8468
DWN,2025-01-26 21:24:01,0.0305,Ecoli,Scatter Code,10.0,50.0,0.96
DWN,2025-01-26 21:24:01,0.0932,Ecoli,Gaussian,,,0.8018
DWN,2025-01-26 21:24:01,0.0486,Ecoli,Scatter Code,10.0,100.0,1.0
DWN,2025-01-26 21:24:01,0.0405,Ecoli,Scatter Code,10.0,50.0,0.92
DWN,2025-01-26 21:24:01,0.069,Ecoli,Linear,,,0.8018
DWN,2025-01-26 21:24:01,0.0317,Ecoli,Scatter Code,10.0,100.0,0.98
DWN,2025-01-26 21:24:01,0.0671,Ecoli,Gaussian,,,0.8108
DWN,2025-01-26 21:24:01,0.0373,Ecoli,Linear,,,0.8739
DWN,2025-01-26 21:24:01,0.0332,Ecoli,Linear,,,0.7748
DWN,2025-01-26 21:24:01,0.0346,Ecoli,Linear,,,0.7838
DWN,2025-01-26 21:24:01,0.0198,Ecoli,Linear,,,0.8018
DWN,2025-01-26 21:24:01,0.1027,Ecoli,Linear,,,0.8198
DWN,2025-01-26 21:24:01,0.0508,Ecoli,Scatter Code,10.0,100.0,0.8468
DWN,2025-01-26 21:24:01,0.0442,Ecoli,Linear,,,0.8018
DWN,2025-01-26 21:24:01,0.0507,Ecoli,Scatter Code,10.0,100.0,0.8559
DWN,2025-01-26 21:24:01,0.049,Ecoli,Linear,,,0.8468
DWN,2025-01-26 21:24:01,0.0468,Ecoli,Scatter Code,10.0,100.0,0.8468
DWN,2025-01-26 21:24:01,0.0767,Ecoli,Scatter Code,10.0,100.0,0.8378
DWN,2025-01-26 21:24:01,0.0486,Ecoli,Scatter Code,10.0,50.0,0.7928
DWN,2025-01-26 21:24:01,0.043,Ecoli,Scatter Code,10.0,100.0,0.8468
DWN,2025-01-26 21:24:01,0.0393,Ecoli,Scatter Code,10.0,50.0,0.8018
DWN,2025-01-26 21:24:01,0.0225,Ecoli,Scatter Code,10.0,50.0,0.8649
DWN,2025-01-26 21:24:01,0.023,Ecoli,Scatter Code,10.0,50.0,0.8468
DWN,2025-01-26 21:24:02,0.022,Ecoli,Scatter Code,10.0,50.0,0.8288
DWN,2025-01-26 21:24:02,0.5599,Wine Quality,Distributive,,,0.4737
DWN,2025-01-26 21:24:02,0.5839,EEG Eye State,Distributive,,,0.4909
DWN,2025-01-26 21:24:03,0.9445,EEG Eye State,Distributive,,,0.4886
DWN,2025-01-26 21:24:03,1.0596,EEG Eye State,Distributive,,,0.5138
DWN,2025-01-26 21:24:04,1.0093,EEG Eye State,Distributive,,,0.5058
DWN,2025-01-26 21:24:04,1.1141,EEG Eye State,Distributive,,,0.5226
DWN,2025-01-26 21:24:05,2.7514,EEG Eye State,Distributive,,,0.7854
DWN,2025-01-26 21:24:05,1.0751,EEG Eye State,Distributive,,,0.4909
DWN,2025-01-26 21:24:06,1.1396,EEG Eye State,Distributive,,,0.5263
DWN,2025-01-26 21:24:06,3.7982,EEG Eye State,Distributive,,,0.7888
DWN,2025-01-26 21:24:06,1.0722,EEG Eye State,Distributive,,,0.5175
DWN,2025-01-26 21:24:07,1.155,EEG Eye State,Distributive,,,0.5231
DWN,2025-01-26 21:24:07,1.0517,EEG Eye State,Gaussian,,,0.4723
DWN,2025-01-26 21:24:08,2.8082,EEG Eye State,Distributive,,,0.8218
DWN,2025-01-26 21:24:08,1.1838,EEG Eye State,Gaussian,,,0.4783
DWN,2025-01-26 21:24:09,1.1364,EEG Eye State,Gaussian,,,0.4788
DWN,2025-01-26 21:24:09,1.1204,EEG Eye State,Gaussian,,,0.4769
DWN,2025-01-26 21:24:10,0.9811,EEG Eye State,Gaussian,,,0.4727
DWN,2025-01-26 21:24:10,3.7136,EEG Eye State,Distributive,,,0.8364
DWN,2025-01-26 21:24:10,1.0625,EEG Eye State,Gaussian,,,0.483
DWN,2025-01-26 21:24:11,1.079,EEG Eye State,Gaussian,,,0.4918
DWN,2025-01-26 21:24:11,2.8789,EEG Eye State,Distributive,,,0.8313
DWN,2025-01-26 21:24:11,1.1133,EEG Eye State,Gaussian,,,0.4839
DWN,2025-01-26 21:24:12,1.0556,EEG Eye State,Gaussian,,,0.5124
DWN,2025-01-26 21:24:12,1.0795,EEG Eye State,Gaussian,,,0.5026
DWN,2025-01-26 21:24:13,1.0052,EEG Eye State,Linear,,,0.49
DWN,2025-01-26 21:24:13,1.0629,EEG Eye State,Linear,,,0.4559
DWN,2025-01-26 21:24:13,2.8196,EEG Eye State,Distributive,,,0.8434
DWN,2025-01-26 21:24:13,3.5989,EEG Eye State,Distributive,,,0.8386
DWN,2025-01-26 21:24:14,1.0616,EEG Eye State,Linear,,,0.4503
DWN,2025-01-26 21:24:15,1.1478,EEG Eye State,Linear,,,0.4401
DWN,2025-01-26 21:24:15,1.0803,EEG Eye State,Linear,,,0.4564
DWN,2025-01-26 21:24:16,1.1247,EEG Eye State,Linear,,,0.4541
DWN,2025-01-26 21:24:16,1.0877,EEG Eye State,Linear,,,0.4928
DWN,2025-01-26 21:24:16,2.7908,EEG Eye State,Distributive,,,0.8584
DWN,2025-01-26 21:24:17,1.1202,EEG Eye State,Linear,,,0.4438
DWN,2025-01-26 21:24:17,3.4505,EEG Eye State,Distributive,,,0.8538
DWN,2025-01-26 21:24:17,1.0488,EEG Eye State,Linear,,,0.49
DWN,2025-01-26 21:24:18,1.2267,EEG Eye State,Linear,,,0.496
DWN,2025-01-26 21:24:18,1.2424,EEG Eye State,Scatter Code,10.0,50.0,0.4126
DWN,2025-01-26 21:24:20,3.2591,EEG Eye State,Gaussian,,,0.6086
DWN,2025-01-26 21:24:20,1.6575,EEG Eye State,Scatter Code,10.0,100.0,0.3697
DWN,2025-01-26 21:24:20,1.5609,EEG Eye State,Scatter Code,10.0,50.0,0.3138
DWN,2025-01-26 21:24:21,4.335,EEG Eye State,Distributive,,,0.8651
DWN,2025-01-26 21:24:22,1.5906,EEG Eye State,Scatter Code,10.0,50.0,0.4005
DWN,2025-01-26 21:24:22,1.6559,EEG Eye State,Scatter Code,10.0,100.0,0.324
