model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
DWN,2025-01-26 21:24:23,1.5618,EEG Eye State,Scatter Code,10.0,50.0,0.449
DWN,2025-01-26 21:24:23,1.641,EEG Eye State,Scatter Code,10.0,100.0,0.3552
DWN,2025-01-26 21:24:24,3.9327,EEG Eye State,Gaussian,,,0.6375
DWN,2025-01-26 21:24:25,1.5662,EEG Eye State,Scatter Code,10.0,50.0,0.3855
DWN,2025-01-26 21:24:25,1.5687,EEG Eye State,Scatter Code,10.0,100.0,0.3627
DWN,2025-01-26 21:24:25,4.1763,EEG Eye State,Gaussian,,,0.5999
DWN,2025-01-26 21:24:26,1.2738,EEG Eye State,Scatter Code,10.0,100.0,0.4378
DWN,2025-01-26 21:24:27,3.0554,EEG Eye State,Gaussian,,,0.6426
DWN,2025-01-26 21:24:28,2.9832,MAGIC Gamma Telescope,Gaussian,,,0.6226
DWN,2025-01-26 21:24:29,2.9129,MAGIC Gamma Telescope,Distributive,,,0.8243
DWN,2025-01-26 21:24:29,2.6487,MAGIC Gamma Telescope,Gaussian,,,0.6525
DWN,2025-01-26 21:24:30,3.1791,MAGIC Gamma Telescope,Distributive,,,0.8125
DWN,2025-01-26 21:24:32,3.1031,MAGIC Gamma Telescope,Distributive,,,0.8093
DWN,2025-01-26 21:24:32,2.7807,MAGIC Gamma Telescope,Gaussian,,,0.6513
DWN,2025-01-26 21:24:32,3.5774,MAGIC Gamma Telescope,Gaussian,,,0.61
DWN,2025-01-26 21:24:33,3.2571,MAGIC Gamma Telescope,Distributive,,,0.8236
DWN,2025-01-26 21:24:35,3.1702,MAGIC Gamma Telescope,Distributive,,,0.7931
DWN,2025-01-26 21:24:35,2.848,MAGIC Gamma Telescope,Linear,,,0.5326
DWN,2025-01-26 21:24:36,3.5851,MAGIC Gamma Telescope,Gaussian,,,0.6614
DWN,2025-01-26 21:24:37,3.2963,MAGIC Gamma Telescope,Distributive,,,0.817
DWN,2025-01-26 21:24:38,2.6848,MAGIC Gamma Telescope,Linear,,,0.4713
DWN,2025-01-26 21:24:38,3.0422,MAGIC Gamma Telescope,Distributive,,,0.8147
DWN,2025-01-26 21:24:40,3.9084,MAGIC Gamma Telescope,Gaussian,,,0.6418
DWN,2025-01-26 21:24:40,3.1894,MAGIC Gamma Telescope,Distributive,,,0.8291
DWN,2025-01-26 21:24:40,2.7588,MAGIC Gamma Telescope,Linear,,,0.4713
DWN,2025-01-26 21:24:41,2.9797,MAGIC Gamma Telescope,Distributive,,,0.8205
DWN,2025-01-26 21:24:43,3.1467,MAGIC Gamma Telescope,Distributive,,,0.8241
DWN,2025-01-26 21:24:43,2.6675,MAGIC Gamma Telescope,Linear,,,0.534
DWN,2025-01-26 21:24:43,3.6161,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-26 21:24:44,2.9509,MAGIC Gamma Telescope,Gaussian,,,0.7953
DWN,2025-01-26 21:24:46,2.7745,MAGIC Gamma Telescope,Linear,,,0.4715
DWN,2025-01-26 21:24:46,3.2763,MAGIC Gamma Telescope,Gaussian,,,0.8195
DWN,2025-01-26 21:24:47,3.41,MAGIC Gamma Telescope,Gaussian,,,0.8134
DWN,2025-01-26 21:24:47,4.1036,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-26 21:24:50,3.9607,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5344
DWN,2025-01-26 21:24:51,4.3357,MAGIC Gamma Telescope,Gaussian,,,0.8176
DWN,2025-01-26 21:24:51,4.0625,MAGIC Gamma Telescope,Gaussian,,,0.8176
DWN,2025-01-26 21:24:52,4.4743,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-26 21:24:54,4.0225,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5342
DWN,2025-01-26 21:24:55,4.2303,MAGIC Gamma Telescope,Gaussian,,,0.8064
DWN,2025-01-26 21:24:55,3.9288,MAGIC Gamma Telescope,Gaussian,,,0.8149
DWN,2025-01-26 21:24:56,4.5352,MAGIC Gamma Telescope,Linear,,,0.4713
DWN,2025-01-26 21:24:58,3.9921,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5344
DWN,2025-01-26 21:24:59,4.4453,MAGIC Gamma Telescope,Gaussian,,,0.7929
DWN,2025-01-26 21:24:59,4.059,MAGIC Gamma Telescope,Gaussian,,,0.8201
DWN,2025-01-26 21:25:01,4.7535,MAGIC Gamma Telescope,Linear,,,0.462
DWN,2025-01-26 21:25:02,4.1067,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5342
DWN,2025-01-26 21:25:04,4.2923,MAGIC Gamma Telescope,Linear,,,0.8109
DWN,2025-01-26 21:25:04,4.54,MAGIC Gamma Telescope,Gaussian,,,0.826
DWN,2025-01-26 21:25:06,5.2493,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4656
DWN,2025-01-26 21:25:07,4.4638,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5342
DWN,2025-01-26 21:25:07,0.1984,Statlog (Vehicle Silhouettes),Distributive,,,0.7036
DWN,2025-01-26 21:25:08,3.8612,MAGIC Gamma Telescope,Linear,,,0.8015
DWN,2025-01-26 21:25:08,0.1918,Statlog (Vehicle Silhouettes),Distributive,,,0.6821
DWN,2025-01-26 21:25:08,0.1658,Statlog (Vehicle Silhouettes),Distributive,,,0.725
DWN,2025-01-26 21:25:08,3.9565,Statlog (Vehicle Silhouettes),Linear,,,0.7798
DWN,2025-01-26 21:25:08,0.1643,Statlog (Vehicle Silhouettes),Distributive,,,0.7393
DWN,2025-01-26 21:25:08,0.1699,Statlog (Vehicle Silhouettes),Distributive,,,0.7429
DWN,2025-01-26 21:25:08,0.1776,Statlog (Vehicle Silhouettes),Gaussian,,,0.5893
DWN,2025-01-26 21:25:09,0.1847,Statlog (Vehicle Silhouettes),Gaussian,,,0.6714
DWN,2025-01-26 21:25:09,0.1806,Statlog (Vehicle Silhouettes),Gaussian,,,0.7179
DWN,2025-01-26 21:25:09,0.2001,Statlog (Vehicle Silhouettes),Gaussian,,,0.7393
DWN,2025-01-26 21:25:09,0.1678,Statlog (Vehicle Silhouettes),Gaussian,,,0.7393
DWN,2025-01-26 21:25:09,0.1713,Statlog (Vehicle Silhouettes),Linear,,,0.625
DWN,2025-01-26 21:25:10,0.1911,Statlog (Vehicle Silhouettes),Linear,,,0.6929
DWN,2025-01-26 21:25:10,0.1757,Statlog (Vehicle Silhouettes),Linear,,,0.7214
DWN,2025-01-26 21:25:10,0.171,Statlog (Vehicle Silhouettes),Linear,,,0.6929
DWN,2025-01-26 21:25:10,0.1758,Statlog (Vehicle Silhouettes),Linear,,,0.7
DWN,2025-01-26 21:25:10,3.6554,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4656
DWN,2025-01-26 21:25:11,0.2685,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2929
DWN,2025-01-26 21:25:11,0.2721,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2821
DWN,2025-01-26 21:25:11,3.5605,MAGIC Gamma Telescope,Linear,,,0.8066
DWN,2025-01-26 21:25:11,0.2981,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2
DWN,2025-01-26 21:25:11,0.2906,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2821
DWN,2025-01-26 21:25:12,0.2775,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2929
DWN,2025-01-26 21:25:12,3.9226,Statlog (Vehicle Silhouettes),Linear,,,0.7991
DWN,2025-01-26 21:25:12,0.2023,Maternal Health Risk,Distributive,,,0.6716
DWN,2025-01-26 21:25:13,0.221,Maternal Health Risk,Distributive,,,0.7075
DWN,2025-01-26 21:25:13,0.207,Maternal Health Risk,Distributive,,,0.7224
DWN,2025-01-26 21:25:13,0.1955,Maternal Health Risk,Distributive,,,0.7045
DWN,2025-01-26 21:25:13,0.2034,Maternal Health Risk,Distributive,,,0.7313
DWN,2025-01-26 21:25:14,0.1771,Maternal Health Risk,Gaussian,,,0.6448
DWN,2025-01-26 21:25:14,0.198,Maternal Health Risk,Gaussian,,,0.6418
DWN,2025-01-26 21:25:14,0.2175,Maternal Health Risk,Gaussian,,,0.6388
DWN,2025-01-26 21:25:14,0.2101,Maternal Health Risk,Gaussian,,,0.6418
DWN,2025-01-26 21:25:14,0.2444,Maternal Health Risk,Gaussian,,,0.6567
DWN,2025-01-26 21:25:15,4.4406,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4658
DWN,2025-01-26 21:25:15,0.2256,Maternal Health Risk,Linear,,,0.6537
DWN,2025-01-26 21:25:15,3.54,MAGIC Gamma Telescope,Linear,,,0.7784
DWN,2025-01-26 21:25:15,0.2036,Maternal Health Risk,Linear,,,0.6328
DWN,2025-01-26 21:25:15,0.2218,Maternal Health Risk,Linear,,,0.6687
DWN,2025-01-26 21:25:15,3.5143,Maternal Health Risk,Linear,,,0.8107
DWN,2025-01-26 21:25:15,0.2259,Maternal Health Risk,Linear,,,0.7104
DWN,2025-01-26 21:25:16,0.1985,Maternal Health Risk,Linear,,,0.6448
DWN,2025-01-26 21:25:16,0.247,Maternal Health Risk,Scatter Code,10.0,100.0,0.4896
DWN,2025-01-26 21:25:16,0.2529,Maternal Health Risk,Scatter Code,10.0,100.0,0.5015
DWN,2025-01-26 21:25:16,0.2566,Maternal Health Risk,Scatter Code,10.0,100.0,0.5881
DWN,2025-01-26 21:25:17,0.2467,Maternal Health Risk,Scatter Code,10.0,100.0,0.5642
DWN,2025-01-26 21:25:17,0.2806,Maternal Health Risk,Scatter Code,10.0,100.0,0.5284
DWN,2025-01-26 21:25:17,0.0586,Glass Identification,Distributive,,,0.6056
DWN,2025-01-26 21:25:18,0.0615,Glass Identification,Distributive,,,0.5775
DWN,2025-01-26 21:25:18,0.0593,Glass Identification,Distributive,,,0.662
DWN,2025-01-26 21:25:18,0.0506,Glass Identification,Distributive,,,0.7465
DWN,2025-01-26 21:25:18,0.0505,Glass Identification,Distributive,,,0.6761
DWN,2025-01-26 21:25:18,0.0466,Glass Identification,Gaussian,,,0.6479
DWN,2025-01-26 21:25:18,0.0501,Glass Identification,Gaussian,,,0.6197
DWN,2025-01-26 21:25:18,0.0484,Glass Identification,Gaussian,,,0.5915
DWN,2025-01-26 21:25:18,0.051,Glass Identification,Gaussian,,,0.7465
DWN,2025-01-26 21:25:18,0.0537,Glass Identification,Gaussian,,,0.6338
DWN,2025-01-26 21:25:18,0.0404,Glass Identification,Linear,,,0.5775
DWN,2025-01-26 21:25:18,0.0463,Glass Identification,Linear,,,0.6479
DWN,2025-01-26 21:25:18,0.0534,Glass Identification,Linear,,,0.6197
DWN,2025-01-26 21:25:18,3.5064,MAGIC Gamma Telescope,Linear,,,0.7978
DWN,2025-01-26 21:25:18,0.0495,Glass Identification,Linear,,,0.662
DWN,2025-01-26 21:25:18,0.08,Glass Identification,Linear,,,0.6479
DWN,2025-01-26 21:25:18,3.802,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4658
DWN,2025-01-26 21:25:19,0.0682,Glass Identification,Scatter Code,10.0,100.0,0.338
DWN,2025-01-26 21:25:19,0.081,Glass Identification,Scatter Code,10.0,100.0,0.3239
DWN,2025-01-26 21:25:19,0.0702,Glass Identification,Scatter Code,10.0,100.0,0.3239
DWN,2025-01-26 21:25:19,0.0713,Glass Identification,Scatter Code,10.0,100.0,0.3239
DWN,2025-01-26 21:25:19,0.0821,Glass Identification,Scatter Code,10.0,100.0,0.338
DWN,2025-01-26 21:25:19,3.7983,Glass Identification,Linear,,,0.7851
DWN,2025-01-26 21:25:21,1.4562,Optical Recognition of Handwritten Digits,Distributive,,,0.9283
DWN,2025-01-26 21:25:22,3.8435,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.582
DWN,2025-01-26 21:25:23,4.0984,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5344
DWN,2025-01-26 21:25:23,1.3888,Optical Recognition of Handwritten Digits,Distributive,,,0.9536
DWN,2025-01-26 21:25:23,4.0376,Optical Recognition of Handwritten Digits,Linear,,,0.7811
DWN,2025-01-26 21:25:23,0.1757,Statlog (Vehicle Silhouettes),Distributive,,,0.7107
DWN,2025-01-26 21:25:24,0.3519,Statlog (Vehicle Silhouettes),Distributive,,,0.7464
DWN,2025-01-26 21:25:24,0.3334,Statlog (Vehicle Silhouettes),Distributive,,,0.7393
DWN,2025-01-26 21:25:24,1.3775,Optical Recognition of Handwritten Digits,Distributive,,,0.9633
DWN,2025-01-26 21:25:24,0.2761,Statlog (Vehicle Silhouettes),Distributive,,,0.7286
DWN,2025-01-26 21:25:25,0.3304,Statlog (Vehicle Silhouettes),Distributive,,,0.7714
DWN,2025-01-26 21:25:25,0.2796,Statlog (Vehicle Silhouettes),Gaussian,,,0.6321
DWN,2025-01-26 21:25:25,0.3645,Statlog (Vehicle Silhouettes),Gaussian,,,0.7071
DWN,2025-01-26 21:25:26,0.2642,Statlog (Vehicle Silhouettes),Gaussian,,,0.7071
DWN,2025-01-26 21:25:26,1.5975,Optical Recognition of Handwritten Digits,Distributive,,,0.9714
DWN,2025-01-26 21:25:26,0.2637,Statlog (Vehicle Silhouettes),Gaussian,,,0.7286
DWN,2025-01-26 21:25:26,0.2517,Statlog (Vehicle Silhouettes),Gaussian,,,0.7536
DWN,2025-01-26 21:25:27,0.3153,Statlog (Vehicle Silhouettes),Linear,,,0.6357
DWN,2025-01-26 21:25:27,4.4681,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.7354
DWN,2025-01-26 21:25:27,0.3323,Statlog (Vehicle Silhouettes),Linear,,,0.7071
DWN,2025-01-26 21:25:27,0.3163,Statlog (Vehicle Silhouettes),Linear,,,0.6214
DWN,2025-01-26 21:25:27,1.6376,Optical Recognition of Handwritten Digits,Distributive,,,0.973
DWN,2025-01-26 21:25:27,0.2738,Statlog (Vehicle Silhouettes),Linear,,,0.6893
DWN,2025-01-26 21:25:28,0.2931,Statlog (Vehicle Silhouettes),Linear,,,0.6679
DWN,2025-01-26 21:25:28,0.3394,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-26 21:25:29,5.1931,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.4617
DWN,2025-01-26 21:25:29,0.34,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2
DWN,2025-01-26 21:25:29,0.3782,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2
DWN,2025-01-26 21:25:29,1.6607,Optical Recognition of Handwritten Digits,Gaussian,,,0.9423
DWN,2025-01-26 21:25:29,0.4068,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2
DWN,2025-01-26 21:25:30,0.3707,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-26 21:25:31,0.3464,Maternal Health Risk,Distributive,,,0.6448
DWN,2025-01-26 21:25:31,1.5322,Optical Recognition of Handwritten Digits,Gaussian,,,0.9623
DWN,2025-01-26 21:25:31,0.3374,Maternal Health Risk,Distributive,,,0.7164
DWN,2025-01-26 21:25:31,0.3676,Maternal Health Risk,Distributive,,,0.7134
DWN,2025-01-26 21:25:32,4.9708,Maternal Health Risk,Scatter Code,10.0,50.0,0.7433
DWN,2025-01-26 21:25:32,0.4418,Maternal Health Risk,Distributive,,,0.7403
DWN,2025-01-26 21:25:32,1.5478,Optical Recognition of Handwritten Digits,Gaussian,,,0.965
DWN,2025-01-26 21:25:32,0.4066,Maternal Health Risk,Distributive,,,0.7343
DWN,2025-01-26 21:25:33,0.4011,Maternal Health Risk,Gaussian,,,0.5881
DWN,2025-01-26 21:25:33,0.4281,Maternal Health Risk,Gaussian,,,0.6836
DWN,2025-01-26 21:25:33,0.3544,Maternal Health Risk,Gaussian,,,0.6358
DWN,2025-01-26 21:25:34,5.0594,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.7467
DWN,2025-01-26 21:25:34,0.3198,Maternal Health Risk,Gaussian,,,0.6866
DWN,2025-01-26 21:25:34,1.6393,Optical Recognition of Handwritten Digits,Gaussian,,,0.9677
DWN,2025-01-26 21:25:34,0.3138,Maternal Health Risk,Gaussian,,,0.6776
DWN,2025-01-26 21:25:34,0.3245,Maternal Health Risk,Linear,,,0.6537
DWN,2025-01-26 21:25:35,0.3263,Maternal Health Risk,Linear,,,0.6567
DWN,2025-01-26 21:25:35,0.3267,Maternal Health Risk,Linear,,,0.6299
DWN,2025-01-26 21:25:36,0.3381,Maternal Health Risk,Linear,,,0.6776
DWN,2025-01-26 21:25:36,1.6068,Optical Recognition of Handwritten Digits,Gaussian,,,0.9682
DWN,2025-01-26 21:25:36,0.34,Maternal Health Risk,Linear,,,0.6687
DWN,2025-01-26 21:25:36,0.4331,Maternal Health Risk,Scatter Code,10.0,50.0,0.5194
DWN,2025-01-26 21:25:36,4.8661,Maternal Health Risk,Scatter Code,10.0,50.0,0.4278
DWN,2025-01-26 21:25:37,0.3925,Maternal Health Risk,Scatter Code,10.0,50.0,0.5284
DWN,2025-01-26 21:25:37,0.3872,Maternal Health Risk,Scatter Code,10.0,50.0,0.5672
DWN,2025-01-26 21:25:37,1.6856,Optical Recognition of Handwritten Digits,Linear,,,0.9472
DWN,2025-01-26 21:25:38,0.4104,Maternal Health Risk,Scatter Code,10.0,50.0,0.5791
DWN,2025-01-26 21:25:38,0.3343,Maternal Health Risk,Scatter Code,10.0,50.0,0.5881
DWN,2025-01-26 21:25:39,0.0925,Glass Identification,Distributive,,,0.5915
DWN,2025-01-26 21:25:39,5.0545,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.5662
DWN,2025-01-26 21:25:39,0.1175,Glass Identification,Distributive,,,0.662
DWN,2025-01-26 21:25:39,0.094,Glass Identification,Distributive,,,0.6761
DWN,2025-01-26 21:25:39,1.5188,Optical Recognition of Handwritten Digits,Linear,,,0.9585
DWN,2025-01-26 21:25:39,0.095,Glass Identification,Distributive,,,0.7183
DWN,2025-01-26 21:25:39,0.1092,Glass Identification,Distributive,,,0.6901
DWN,2025-01-26 21:25:39,0.0859,Glass Identification,Gaussian,,,0.5352
DWN,2025-01-26 21:25:39,0.0782,Glass Identification,Gaussian,,,0.6338
DWN,2025-01-26 21:25:39,0.0682,Glass Identification,Gaussian,,,0.7042
DWN,2025-01-26 21:25:39,0.0768,Glass Identification,Gaussian,,,0.6479
DWN,2025-01-26 21:25:39,0.0706,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-26 21:25:40,0.0856,Glass Identification,Linear,,,0.5634
DWN,2025-01-26 21:25:40,0.0913,Glass Identification,Linear,,,0.6338
DWN,2025-01-26 21:25:40,0.085,Glass Identification,Linear,,,0.6761
DWN,2025-01-26 21:25:40,0.0807,Glass Identification,Linear,,,0.7465
DWN,2025-01-26 21:25:40,0.0743,Glass Identification,Linear,,,0.7183
DWN,2025-01-26 21:25:40,0.0787,Glass Identification,Scatter Code,10.0,50.0,0.3239
DWN,2025-01-26 21:25:40,0.103,Glass Identification,Scatter Code,10.0,50.0,0.3239
DWN,2025-01-26 21:25:40,0.0693,Glass Identification,Scatter Code,10.0,50.0,0.3521
DWN,2025-01-26 21:25:40,0.0799,Glass Identification,Scatter Code,10.0,50.0,0.3662
DWN,2025-01-26 21:25:40,0.094,Glass Identification,Scatter Code,10.0,50.0,0.3521
DWN,2025-01-26 21:25:41,1.644,Optical Recognition of Handwritten Digits,Linear,,,0.9671
DWN,2025-01-26 21:25:41,4.6914,Glass Identification,Scatter Code,10.0,50.0,0.7379
DWN,2025-01-26 21:25:42,1.2214,Optical Recognition of Handwritten Digits,Linear,,,0.9725
DWN,2025-01-26 21:25:43,1.2845,Optical Recognition of Handwritten Digits,Distributive,,,0.9391
DWN,2025-01-26 21:25:43,1.2624,Optical Recognition of Handwritten Digits,Linear,,,0.973
DWN,2025-01-26 21:25:43,4.4888,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.6927
DWN,2025-01-26 21:25:43,0.7672,Optical Recognition of Handwritten Digits,Distributive,,,0.9531
DWN,2025-01-26 21:25:47,3.5654,Optical Recognition of Handwritten Digits,Distributive,,,0.9655
DWN,2025-01-26 21:25:47,3.2803,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.9412
DWN,2025-01-26 21:25:50,3.2627,Optical Recognition of Handwritten Digits,Distributive,,,0.9671
DWN,2025-01-26 21:25:50,3.3269,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.9553
DWN,2025-01-26 21:25:53,3.1939,Optical Recognition of Handwritten Digits,Distributive,,,0.9741
DWN,2025-01-26 21:25:54,3.2328,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.9644
DWN,2025-01-26 21:25:54,11.0405,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.7317
DWN,2025-01-26 21:25:56,2.8263,Optical Recognition of Handwritten Digits,Gaussian,,,0.9353
DWN,2025-01-26 21:25:56,2.8491,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.9725
DWN,2025-01-26 21:25:59,2.6862,Optical Recognition of Handwritten Digits,Gaussian,,,0.9542
DWN,2025-01-26 21:25:59,2.7418,Optical Recognition of Handwritten Digits,Scatter Code,10.0,100.0,0.9714
DWN,2025-01-26 21:26:00,0.4374,Optical Recognition of Handwritten Digits,Gaussian,,,0.9693
DWN,2025-01-26 21:26:00,0.4096,Optical Recognition of Handwritten Digits,Gaussian,,,0.9682
DWN,2025-01-26 21:26:00,0.42,Optical Recognition of Handwritten Digits,Gaussian,,,0.9757
DWN,2025-01-26 21:26:01,0.4206,Optical Recognition of Handwritten Digits,Linear,,,0.938
DWN,2025-01-26 21:26:01,0.4193,Optical Recognition of Handwritten Digits,Linear,,,0.965
DWN,2025-01-26 21:26:02,0.0315,Ecoli,Distributive,,,0.86
DWN,2025-01-26 21:26:02,0.0309,Ecoli,Distributive,,,0.92
DWN,2025-01-26 21:26:02,0.0673,Ecoli,Distributive,,,0.8378
DWN,2025-01-26 21:26:02,0.03,Ecoli,Distributive,,,0.96
DWN,2025-01-26 21:26:02,0.0296,Ecoli,Distributive,,,0.94
DWN,2025-01-26 21:26:02,0.5205,Optical Recognition of Handwritten Digits,Linear,,,0.966
DWN,2025-01-26 21:26:02,0.0303,Ecoli,Distributive,,,0.96
DWN,2025-01-26 21:26:02,0.0714,Ecoli,Distributive,,,0.7838
DWN,2025-01-26 21:26:02,0.0367,Ecoli,Gaussian,,,0.94
DWN,2025-01-26 21:26:02,0.0731,Ecoli,Distributive,,,0.8108
DWN,2025-01-26 21:26:02,0.031,Ecoli,Gaussian,,,0.98
DWN,2025-01-26 21:26:02,0.0344,Ecoli,Gaussian,,,0.98
DWN,2025-01-26 21:26:02,0.0648,Ecoli,Distributive,,,0.8288
DWN,2025-01-26 21:26:02,0.0321,Ecoli,Gaussian,,,0.96
DWN,2025-01-26 21:26:02,0.0296,Ecoli,Gaussian,,,0.96
DWN,2025-01-26 21:26:02,0.0659,Ecoli,Distributive,,,0.8559
DWN,2025-01-26 21:26:02,0.0295,Ecoli,Linear,,,0.84
DWN,2025-01-26 21:26:02,0.0324,Ecoli,Linear,,,0.96
DWN,2025-01-26 21:26:02,0.0646,Ecoli,Gaussian,,,0.8108
DWN,2025-01-26 21:26:02,0.0341,Ecoli,Linear,,,0.96
DWN,2025-01-26 21:26:02,0.0325,Ecoli,Linear,,,0.96
DWN,2025-01-26 21:26:02,0.0656,Ecoli,Gaussian,,,0.8288
DWN,2025-01-26 21:26:02,0.0342,Ecoli,Linear,,,0.96
DWN,2025-01-26 21:26:02,0.0564,Ecoli,Gaussian,,,0.8739
DWN,2025-01-26 21:26:02,0.0441,Ecoli,Scatter Code,10.0,200.0,1.0
DWN,2025-01-26 21:26:03,0.1543,Ecoli,Gaussian,,,0.8829
DWN,2025-01-26 21:26:03,0.0412,Ecoli,Scatter Code,10.0,200.0,1.0
DWN,2025-01-26 21:26:03,0.0717,Ecoli,Gaussian,,,0.8649
DWN,2025-01-26 21:26:03,0.0533,Ecoli,Scatter Code,10.0,200.0,1.0
DWN,2025-01-26 21:26:03,0.0477,Ecoli,Scatter Code,10.0,200.0,0.82
DWN,2025-01-26 21:26:03,0.7936,Optical Recognition of Handwritten Digits,Linear,,,0.9693
DWN,2025-01-26 21:26:03,0.0758,Ecoli,Linear,,,0.7568
DWN,2025-01-26 21:26:03,0.0426,Ecoli,Scatter Code,10.0,200.0,0.98
DWN,2025-01-26 21:26:03,0.0438,Ecoli,Linear,,,0.8108
DWN,2025-01-26 21:26:03,0.0424,Ecoli,Linear,,,0.8018
DWN,2025-01-26 21:26:03,0.0419,Ecoli,Linear,,,0.8108
DWN,2025-01-26 21:26:03,0.0401,Ecoli,Linear,,,0.8378
DWN,2025-01-26 21:26:03,0.0737,Ecoli,Scatter Code,10.0,200.0,0.7658
DWN,2025-01-26 21:26:03,0.071,Ecoli,Scatter Code,10.0,200.0,0.8108
DWN,2025-01-26 21:26:03,0.0707,Ecoli,Scatter Code,10.0,200.0,0.8378
DWN,2025-01-26 21:26:03,0.6676,Optical Recognition of Handwritten Digits,Linear,,,0.9714
DWN,2025-01-26 21:26:03,0.0772,Wine Quality,Scatter Code,10.0,200.0,0.8378
DWN,2025-01-26 21:26:03,0.0501,Wine Quality,Scatter Code,10.0,200.0,0.8108
DWN,2025-01-26 21:26:05,1.6475,Optical Recognition of Handwritten Digits,Scatter Code,10.0,50.0,0.9445
DWN,2025-01-26 21:26:06,1.9549,EEG Eye State,Distributive,,,0.4848
DWN,2025-01-26 21:26:07,1.7392,Optical Recognition of Handwritten Digits,Scatter Code,10.0,50.0,0.9596
DWN,2025-01-26 21:26:08,2.0268,EEG Eye State,Distributive,,,0.4993
DWN,2025-01-26 21:26:09,1.6875,Optical Recognition of Handwritten Digits,Scatter Code,10.0,50.0,0.9666
DWN,2025-01-26 21:26:09,4.5664,EEG Eye State,Distributive,,,0.8046
DWN,2025-01-26 21:26:10,1.9712,EEG Eye State,Distributive,,,0.4974
DWN,2025-01-26 21:26:11,1.6968,Optical Recognition of Handwritten Digits,Scatter Code,10.0,50.0,0.9698
DWN,2025-01-26 21:26:12,2.0221,EEG Eye State,Distributive,,,0.5096
DWN,2025-01-26 21:26:12,1.7003,Optical Recognition of Handwritten Digits,Scatter Code,10.0,50.0,0.9747
DWN,2025-01-26 21:26:13,0.8542,EEG Eye State,Distributive,,,0.5096
DWN,2025-01-26 21:26:13,3.6602,EEG Eye State,Distributive,,,0.8139
DWN,2025-01-26 21:26:13,0.7977,EEG Eye State,Gaussian,,,0.4946
DWN,2025-01-26 21:26:14,1.3802,EEG Eye State,Distributive,,,0.8254
DWN,2025-01-26 21:26:14,0.7452,EEG Eye State,Gaussian,,,0.4895
DWN,2025-01-26 21:26:15,0.0467,Iris,Distributive,,,0.82
DWN,2025-01-26 21:26:15,0.0829,Iris,Distributive,,,0.8559
DWN,2025-01-26 21:26:15,0.0609,Iris,Distributive,,,0.9
DWN,2025-01-26 21:26:15,0.0765,Iris,Distributive,,,0.8288
DWN,2025-01-26 21:26:15,0.0362,Iris,Distributive,,,0.92
DWN,2025-01-26 21:26:15,0.0444,Iris,Distributive,,,0.94
DWN,2025-01-26 21:26:15,0.0823,Iris,Distributive,,,0.8378
DWN,2025-01-26 21:26:15,0.0431,Iris,Distributive,,,0.98
DWN,2025-01-26 21:26:15,0.0807,Iris,Distributive,,,0.7748
DWN,2025-01-26 21:26:15,0.049,Iris,Gaussian,,,0.9
DWN,2025-01-26 21:26:15,0.0381,Iris,Gaussian,,,0.96
